timestamp,src_ip,src_mac,dest_ip,dest_mac,username,http_method,url,http_status,bytes,user_agent,event_type,event_detail,severity,vt_indicator
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://media.example.org/video?id=777,500,1649,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://search.example.com/?q=best+study+methods,304,12514,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,GET,http://search.example.com/?q=best+study+methods,404,2983,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://cdn.assets.example/styles/main.css,304,1447,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,GET,http://portal.local/dashboard,302,8235,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://news.example.net/article/122,200,2788,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0.0.0 Safari/537.36,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,GET,http://search.example.com/?q=cve-2024-3094,302,3564,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://portal.local/tickets/submit,404,1784,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://cdn.analytics.example/pixel.gif,200,12162,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://cdn.assets.example/styles/main.css,302,1009,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,GET,http://cdn.analytics.example/pixel.gif,302,9081,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://news.example.net/article/122,500,14825,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,GET,http://portal.local/tickets/submit,500,1506,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://portal.local/tickets/submit,200,13312,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://portal.local/tickets/submit,200,6713,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,POST,http://news.example.net/economy/weekly-outlook,200,4423,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://cdn.assets.example/kit.js,200,2442,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,GET,http://media.example.org/video?id=777,404,11750,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,GET,http://news.example.net/economy/weekly-outlook,404,12199,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,GET,http://news.example.net/article/122,200,4093,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://media.example.org/video?id=777,200,9873,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://cdn.assets.example/kit.js,200,5173,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://cdn.analytics.example/pixel.gif,304,12004,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://intranet.local/help,404,6842,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://news.example.net/article/122,200,6899,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,GET,http://intranet.local/help,200,9072,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://intranet.local/help,200,8901,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,GET,http://cdn.assets.example/kit.js,200,8585,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://portal.local/dashboard,200,8841,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://cdn.analytics.example/pixel.gif,404,10084,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,GET,http://portal.local/tickets/submit,500,14288,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://search.example.com/?q=cve-2024-3094,404,9149,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.24,52:54:00:a1:b2:f6,10.0.0.50,52:54:00:de:ad:be,dave,POST,http://news.example.net/article/122,200,10400,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,POST,http://search.example.com/?q=best+study+methods,302,3077,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,POST,http://cdn.assets.example/kit.js,302,1421,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,GET,http://news.example.net/article/122,200,8585,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://news.example.net/article/122,200,11438,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,GET,http://portal.local/tickets/submit,200,1408,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://search.example.com/?q=cve-2024-3094,304,9157,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,GET,http://portal.local/dashboard,200,827,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://cdn.assets.example/kit.js,200,2747,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,POST,http://search.example.com/?q=cve-2024-3094,200,3050,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://portal.local/dashboard,200,7341,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://portal.local/dashboard,404,2222,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,POST,http://cdn.analytics.example/pixel.gif,500,14248,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.24,52:54:00:a1:b2:f6,10.0.0.50,52:54:00:de:ad:be,dave,GET,http://cdn.assets.example/styles/main.css,302,6321,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/124.0.0.0 Safari/537.36,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.24,52:54:00:a1:b2:f6,10.0.0.50,52:54:00:de:ad:be,dave,GET,http://news.example.net/economy/weekly-outlook,302,14011,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,GET,http://portal.local/tickets/submit,304,4262,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://news.example.net/economy/weekly-outlook,200,14404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,admin,POST,http://portal.local/tickets/submit,200,2388,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,203.0.113.45,00:16:3e:aa:bb:cc,10.0.0.50,52:54:00:de:ad:be,quiz-admin,PUT,http://quiz.local/api/update_answer?q4=2,200,820,curl/8.4.0,app.change,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,GET,http://cdn.assets.example/kit.js,302,11425,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://portal.local/tickets/submit,302,10657,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,POST,http://search.example.com/?q=owasp+top+10,200,14833,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://search.example.com/?q=best+study+methods,500,3415,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.24,52:54:00:a1:b2:f6,10.0.0.50,52:54:00:de:ad:be,dave,GET,http://search.example.com/?q=best+study+methods,200,639,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.22,52:54:00:a1:b2:d4,10.0.0.50,52:54:00:de:ad:be,bob,GET,http://portal.local/dashboard,302,2109,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.24,52:54:00:a1:b2:f6,10.0.0.50,52:54:00:de:ad:be,dave,POST,http://news.example.net/economy/weekly-outlook,500,7160,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.26,52:54:00:a1:b2:11,10.0.0.50,52:54:00:de:ad:be,frank,GET,http://search.example.com/?q=owasp+top+10,500,5235,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://news.example.net/economy/weekly-outlook,404,13222,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Edg/123.0.0.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,GET,http://portal.local/tickets/submit,500,12086,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Version/17.4 Safari/605.1.15,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.24,52:54:00:a1:b2:f6,10.0.0.50,52:54:00:de:ad:be,dave,POST,http://cdn.analytics.example/pixel.gif,200,3948,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.21,52:54:00:a1:b2:c3,10.0.0.50,52:54:00:de:ad:be,alice,GET,http://news.example.net/article/122,200,8100,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.23,52:54:00:a1:b2:e5,10.0.0.50,52:54:00:de:ad:be,quiz-admin,POST,http://search.example.com/?q=cve-2024-3094,200,5540,sqlmap/1.7.2#dev,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,GET,http://news.example.net/article/122,200,6110,Mozilla/5.0 (X11; Linux x86_64; rv:126.0) Gecko/20100101 Firefox/126.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,POST,http://cdn.analytics.example/pixel.gif,404,13791,curl/8.4.0,web.browse,User browsing,low,
2/1/2025 1:20,10.0.0.25,52:54:00:a1:b2:10,10.0.0.50,52:54:00:de:ad:be,erin,GET,http://search.example.com/?q=cve-2024-3094,200,12819,sqlmap/1.7.2#dev,web.browse,User browsing,low,
